Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Continent
Saint Kitts and Nevis,26.412159999999997,26.5591,26.711209999999998,26.834059999999997,26.976290000000002,27.13665,27.29464,27.448790000000002,27.61188,27.762220000000003,27.90125,28.02935,28.154870000000003,28.28068,28.418509999999998,28.56751,28.73116,28.8941,29.03487,29.19295,29.35646,29.50778,29.65581,29.79495,29.94207,30.077379999999998,30.212809999999998,30.35647,30.50804,North America
Saint Lucia,23.971529999999998,24.07713,24.1726,24.26659,24.383210000000002,24.49757,24.61659,24.73153,24.85567,24.98021,25.11775,25.25124,25.40633,25.55341,25.695320000000002,25.81483,25.93798,26.05579,26.1752,26.289740000000002,26.397990000000004,26.47672,26.568640000000002,26.655790000000003,26.761570000000003,26.88093,27.000609999999998,27.114140000000003,27.22363,North America
Saint Vincent and the Grenadines,23.956129999999998,24.06803,24.17227,24.28471,24.40498,24.52665,24.64744,24.76308,24.89177,25.013460000000002,25.151410000000002,25.286179999999998,25.43096,25.584220000000002,25.69216,25.80975,25.920070000000003,26.03182,26.14978,26.276390000000003,26.40448,26.53922,26.67955,26.82269,26.9644,27.1011,27.240940000000002,27.3826,27.51587,North America
Samoa,26.82822,27.0946,27.346040000000002,27.579,27.81775,28.0813,28.31362,28.569670000000002,28.8261,29.083609999999997,29.31271,29.53882,29.76002,29.97669,30.15989,30.37133,30.60247,30.83313,31.07135,31.318690000000004,31.57943,31.850209999999997,32.11163,32.3982,32.6661,32.94641,33.19639,33.4384,33.659079999999996,Oceania
Sao Tome and Principe,21.39227,21.47234,21.59159,21.70995,21.82631,21.9675,22.08202,22.1803,22.310879999999997,22.44002,22.57919,22.68625,22.781979999999997,22.87019,22.97285,23.079439999999998,23.18855,23.29456,23.40521,23.52502,23.65898,23.80378,23.95324,24.10064,24.2546,24.40796,24.5655,24.72319,24.88216,Africa
Saudi Arabia,26.30048,26.501459999999998,26.679059999999996,26.815640000000002,26.917959999999997,26.996940000000002,27.05188,27.099990000000002,27.165459999999996,27.22315,27.32061,27.43378,27.545890000000004,27.657590000000003,27.76479,27.891370000000002,28.019270000000002,28.1494,28.280520000000003,28.387620000000002,28.50804,28.63249,28.757279999999998,28.89647,29.035559999999997,29.17742,29.32025,29.457720000000002,29.598779999999998,Asia
Senegal,21.24105,21.36231,21.4942,21.59429,21.6891,21.78554,21.88269,21.97859,22.08415,22.17728,22.28042,22.377860000000002,22.4768,22.57465,22.666320000000002,22.76016,22.858710000000002,22.962979999999998,23.06738,23.17361,23.295379999999998,23.41751,23.538510000000002,23.67086,23.80495,23.93713,24.05891,24.18556,24.30968,Africa
Serbia,26.18821,26.19726,26.197670000000002,26.19436,26.19215,26.18414,26.17154,26.146539999999998,26.12304,26.086389999999998,26.0537,26.003020000000003,25.9169,25.78998,25.67428,25.59045,25.55097,25.5352,25.52078,25.48045,25.44916,25.42837,25.42545,25.443920000000002,25.47133,25.50362,25.54609,25.60437,25.669970000000003,Europe
Seychelles,24.63553,24.7892,24.88818,24.95986,25.04393,25.14742,25.26267,25.363139999999998,25.49253,25.60345,25.7385,25.87128,26.01559,26.175079999999998,26.316999999999997,26.4504,26.582759999999997,26.713040000000003,26.842240000000004,26.964579999999998,27.096829999999997,27.2326,27.340490000000003,27.444059999999997,27.54578,27.643259999999998,27.7541,27.86362,27.973740000000003,Africa
Sierra Leone,21.29032,21.39009,21.486320000000003,21.56866,21.64971,21.7319,21.814329999999998,21.89865,21.97044,22.043210000000002,22.11669,22.18921,22.24899,22.31498,22.401429999999998,22.48895,22.56878,22.63204,22.69032,22.7396,22.79584,22.879929999999998,22.99407,23.11852,23.26524,23.42051,23.589570000000002,23.76172,23.93364,Africa
Singapore,23.50693,23.52467,23.4995,23.49671,23.483320000000003,23.50167,23.489729999999998,23.479039999999998,23.48769,23.47552,23.48489,23.49079,23.482029999999998,23.48907,23.484370000000002,23.45214,23.45037,23.437839999999998,23.40915,23.38114,23.33759,23.28385,23.23321,23.1771,23.13865,23.06847,22.99779,22.93832,22.86642,Asia
Slovak Republic,26.14283,26.161839999999998,26.16801,26.176679999999998,26.18809,26.19934,26.210160000000002,26.21332,26.20976,26.20875,26.1932,26.15747,26.110020000000002,26.063679999999998,26.0477,26.03857,26.040470000000003,26.06093,26.10104,26.11273,26.10914,26.10726,26.10618,26.11306,26.1317,26.17154,26.22382,26.27675,26.323729999999998,Europe
Slovenia,26.334690000000002,26.3488,26.357390000000002,26.36042,26.36901,26.362190000000002,26.35748,26.343000000000004,26.327920000000002,26.310440000000003,26.283559999999998,26.233890000000002,26.179370000000002,26.15046,26.13628,26.1388,26.16163,26.1798,26.2048,26.245790000000003,26.29672,26.35006,26.39933,26.4387,26.46612,26.49639,26.522909999999996,26.558529999999998,26.582140000000003,Europe
Solomon Islands,23.76685,23.97249,24.17435,24.35858,24.547810000000002,24.7326,24.913970000000003,25.08611,25.25681,25.4509,25.64058,25.83669,26.03281,26.22764,26.42163,26.630159999999997,26.84269,27.058729999999997,27.262659999999997,27.44813,27.597859999999997,27.73423,27.87472,28.02761,28.18106,28.341790000000003,28.510409999999997,28.68683,28.8762,Oceania
Somalia,20.82326,20.8777,20.94207,20.99113,21.04014,21.08783,21.148239999999998,21.2085,21.280079999999998,21.34584,21.41801,21.490660000000002,21.54737,21.61349,21.657339999999998,21.7105,21.77488,21.838810000000002,21.9034,21.97147,22.0393,22.110529999999997,22.186239999999998,22.26088,22.337320000000002,22.41785,22.49921,22.58255,22.66607,Africa
South Africa,26.96063,27.017020000000002,27.07092,27.11522,27.163490000000003,27.208759999999998,27.24982,27.300179999999997,27.34993,27.40052,27.450590000000002,27.49718,27.54223,27.59783,27.6582,27.7295,27.80927,27.901,28.003659999999996,28.113609999999998,28.234920000000002,28.36951,28.508390000000002,28.65359,28.81107,28.973029999999998,29.140190000000004,29.310840000000002,29.4803,Africa
Spain,25.15307,25.17578,25.20167,25.21314,25.22648,25.24841,25.26954,25.30254,25.34826,25.405929999999998,25.47486,25.54166,25.60445,25.65715,25.70743,25.7507,25.79656,25.839560000000002,25.88586,25.93149,25.97859,26.02471,26.07576,26.12201,26.17108,26.21201,26.24502,26.27577,26.30554,Europe
Sri Lanka,20.918039999999998,21.005010000000002,21.098470000000002,21.20235,21.29937,21.397679999999998,21.49121,21.56249,21.63945,21.709989999999998,21.77705,21.84815,21.9181,21.9807,22.06616,22.14293,22.22727,22.31319,22.400779999999997,22.493560000000002,22.5844,22.655720000000002,22.71949,22.78669,22.84211,22.89936,22.9721,23.04109,23.11717,Asia
Sudan,20.84045,20.9004,20.958289999999998,21.01455,21.04655,21.08524,21.134420000000002,21.191679999999998,21.258010000000002,21.324170000000002,21.382089999999998,21.45769,21.53718,21.62991,21.72514,21.8208,21.91783,22.02092,22.12211,22.21242,22.303539999999998,22.4023,22.50693,22.604979999999998,22.7034,22.80708,22.92158,23.04149,23.16132,Africa
Suriname,24.66849,24.78635,24.88496,24.98638,25.08308,25.18218,25.24579,25.2992,25.37544,25.45778,25.54146,25.6441,25.7436,25.83202,25.91479,26.014860000000002,26.1414,26.276870000000002,26.412490000000002,26.54311,26.663729999999997,26.788520000000002,26.92424,27.065070000000002,27.20559,27.34352,27.47346,27.60936,27.749859999999998,South America
Swaziland,25.9118,25.9984,26.085079999999998,26.15878,26.23323,26.296259999999997,26.36604,26.44345,26.52143,26.60323,26.697159999999997,26.777620000000002,26.85623,26.92039,26.989320000000003,27.05167,27.12833,27.208859999999998,27.29209,27.39408,27.49829,27.614659999999997,27.736959999999996,27.8675,27.98975,28.099520000000002,28.22464,28.341440000000002,28.448859999999996,Africa
Sweden,24.38976,24.40887,24.42859,24.446460000000002,24.472820000000002,24.49549,24.51715,24.54024,24.568620000000003,24.60073,24.6317,24.6609,24.6937,24.72727,24.7592,24.78171,24.80505,24.84215,24.8763,24.912029999999998,24.94577,24.975189999999998,24.99897,25.01686,25.040210000000002,25.06417,25.09272,25.120620000000002,25.1466,Europe
Switzerland,23.73855,23.752660000000002,23.75362,23.75985,23.771079999999998,23.78567,23.8094,23.82917,23.85813,23.88731,23.92454,23.94671,23.97182,23.98785,24.00391,24.00887,24.016779999999997,24.02124,24.02492,24.025170000000003,24.036579999999997,24.04071,24.04547,24.04917,24.051379999999998,24.05048,24.05256,24.06285,24.07242,Europe
Syria,25.77988,25.96604,26.134510000000002,26.276670000000003,26.38083,26.48084,26.55678,26.618709999999997,26.690859999999997,26.7316,26.784259999999996,26.851470000000003,26.94272,27.046670000000002,27.158920000000002,27.28469,27.423479999999998,27.55998,27.70366,27.84517,27.976290000000002,28.099120000000003,28.23422,28.36123,28.4818,28.59345,28.696109999999997,28.781840000000003,28.87418,Asia
Taiwan,22.35068,22.39635,22.43679,22.48294,22.53605,22.575860000000002,22.62787,22.67459,22.70985,22.76011,22.79027,22.82199,22.87576,22.904020000000003,22.934420000000003,22.96066,22.982779999999998,23.01592,23.03045,23.046429999999997,23.068189999999998,23.0667,23.06683,23.06212,23.06222,23.0498,23.04788,23.04753,23.04608,Asia
Tajikistan,24.24057,24.270960000000002,24.29151,24.322770000000002,24.34917,24.36807,24.39046,24.39944,24.40989,24.40344,24.37914,24.33134,24.2295,24.11851,23.97149,23.83165,23.67826,23.55934,23.46529,23.40458,23.365779999999997,23.35756,23.38196,23.43648,23.51383,23.59769,23.686139999999998,23.7683,23.84799,Asia
Tanzania,20.913220000000003,20.99731,21.07677,21.13565,21.1956,21.2553,21.32929,21.40498,21.483520000000002,21.56017,21.64124,21.71804,21.78942,21.857689999999998,21.92299,21.988329999999998,22.05213,22.128420000000002,22.2097,22.28668,22.35494,22.43833,22.5268,22.60355,22.69582,22.79544,22.88898,22.98873,23.0843,Africa
Thailand,21.47796,21.585520000000002,21.69555,21.80696,21.90757,21.99786,22.09277,22.18611,22.29372,22.401870000000002,22.531570000000002,22.66934,22.816229999999997,22.95872,23.10963,23.25901,23.40458,23.53154,23.64316,23.74154,23.82346,23.90172,23.9693,24.0344,24.10776,24.17813,24.249579999999998,24.31875,24.38577,Asia
Timor-Leste,19.45851,19.56317,19.66413,19.75773,19.85139,19.9382,20.02224,20.101129999999998,20.18018,20.26006,20.32183,20.39405,20.48466,20.57631,20.676370000000002,20.77678,20.8778,20.979870000000002,21.07445,21.118370000000002,21.16715,21.2186,21.26846,21.30549,21.34415,21.381079999999997,21.40297,21.44611,21.50694,Asia
Togo,20.32919,20.39519,20.4415,20.47683,20.51905,20.58127,20.62722,20.66664,20.74925,20.83546,20.93235,21.01748,21.09685,21.15382,21.24728,21.34911,21.4504,21.55408,21.6565,21.75947,21.85977,21.9663,22.07173,22.18723,22.300279999999997,22.40456,22.51786,22.62821,22.73858,Africa
Tonga,27.17408,27.446070000000002,27.738259999999997,28.01261,28.29938,28.591920000000002,28.871159999999996,29.153090000000002,29.41586,29.67625,29.9525,30.20945,30.46108,30.70546,30.954829999999998,31.20135,31.459090000000003,31.69995,31.9265,32.1621,32.41916,32.66724,32.90918,33.13317,33.352909999999994,33.577220000000004,33.80304,34.034009999999995,34.25969,Oceania
Trinidad and Tobago,26.11683,26.22604,26.32579,26.411929999999998,26.490879999999997,26.54225,26.589470000000002,26.61263,26.6241,26.629,26.631909999999998,26.66634,26.691329999999997,26.71149,26.753020000000003,26.81242,26.88066,26.96215,27.0528,27.153990000000004,27.27218,27.390490000000003,27.50818,27.643829999999998,27.77745,27.911309999999997,28.03599,28.1595,28.27587,North America
Tunisia,24.5732,24.69899,24.81384,24.94661,25.07399,25.19898,25.32273,25.43611,25.55226,25.656879999999997,25.77402,25.874879999999997,25.98447,26.08854,26.20434,26.31959,26.44261,26.58209,26.72976,26.88105,27.01905,27.150479999999998,27.265159999999998,27.37875,27.49408,27.60463,27.71585,27.827890000000004,27.93706,Africa
Turkey,26.06155,26.14313,26.23217,26.315070000000002,26.39637,26.49512,26.592409999999997,26.70048,26.817690000000002,26.91491,27.02399,27.105009999999996,27.201940000000004,27.29457,27.374000000000002,27.447740000000003,27.529940000000003,27.600509999999996,27.67073,27.72737,27.795990000000003,27.842979999999997,27.89841,27.957659999999997,28.008440000000004,28.06138,28.12214,28.18455,28.247490000000003,Asia
Turkmenistan,24.11232,24.13053,24.14963,24.16615,24.18802,24.19136,24.20415,24.219089999999998,24.23355,24.25092,24.2594,24.25328,24.233439999999998,24.18854,24.12868,24.06687,24.01099,23.95853,23.91897,23.91899,23.94216,23.982689999999998,24.049329999999998,24.13748,24.24196,24.35574,24.466929999999998,24.56749,24.66154,Asia
Uganda,20.513360000000002,20.5089,20.53116,20.56009,20.58863,20.60983,20.64509,20.68981,20.74488,20.81354,20.89891,20.9794,21.06126,21.15024,21.24567,21.34561,21.44876,21.55421,21.650029999999997,21.73036,21.81171,21.8836,21.9589,22.03715,22.12167,22.20917,22.29874,22.39087,22.48126,Africa
Ukraine,26.38022,26.367820000000002,26.358790000000003,26.34862,26.3347,26.310679999999998,26.30276,26.29457,26.27613,26.27301,26.268,26.258129999999998,26.24147,26.19495,26.094260000000002,25.99308,25.89025,25.80039,25.7314,25.66986,25.648889999999998,25.66549,25.7026,25.76129,25.85005,25.950329999999997,26.055,26.15063,26.23317,Europe
United Arab Emirates,27.19877,27.374129999999997,27.51582,27.61048,27.6941,27.74398,27.756999999999998,27.780490000000004,27.797190000000004,27.85945,27.924670000000003,27.98495,28.05793,28.08792,28.14285,28.27382,28.35871,28.43628,28.558559999999996,28.677509999999998,28.798309999999997,28.90219,28.98793,29.08765,29.1946,29.2639,29.38717,29.507640000000002,29.614009999999997,Asia
United Kingdom,24.208779999999997,24.294829999999997,24.384710000000002,24.47631,24.57154,24.673000000000002,24.77877,24.89084,25.00301,25.11882,25.23089,25.33861,25.45103,25.550320000000003,25.64891,25.745279999999998,25.84873,25.94952,26.04969,26.149929999999998,26.243859999999998,26.340529999999998,26.430999999999997,26.514090000000003,26.599890000000002,26.680709999999998,26.770540000000004,26.85908,26.944490000000002,Europe
United States,25.02199,25.15155,25.266460000000002,25.3848,25.52017,25.65827,25.7815,25.92305,26.05411,26.18694,26.317090000000004,26.44245,26.56317,26.683940000000003,26.8081,26.9224,27.0375,27.1572,27.27785,27.403740000000003,27.529429999999998,27.64247,27.756140000000002,27.86337,27.97255,28.07372,28.168809999999997,28.25992,28.343590000000003,North America
Uruguay,23.258110000000002,23.39114,23.4976,23.57315,23.649829999999998,23.73009,23.81856,23.92485,24.027739999999998,24.12657,24.231379999999998,24.36048,24.5106,24.66444,24.823729999999998,24.971429999999998,25.12197,25.26683,25.415110000000002,25.55387,25.68317,25.79092,25.88269,25.97305,26.07609,26.194029999999998,26.3212,26.45495,26.593040000000002,South America
Uzbekistan,24.13709,24.19146,24.22857,24.27357,24.3106,24.3576,24.401220000000002,24.44679,24.50243,24.54694,24.5846,24.61855,24.62931,24.64271,24.636879999999998,24.63782,24.66444,24.667939999999998,24.69126,24.725579999999997,24.76585,24.81024,24.86573,24.93526,25.01618,25.108729999999998,25.21405,25.32549,25.43432,Asia
Vanuatu,22.93362,23.110870000000002,23.29365,23.49478,23.70879,23.9215,24.1215,24.30515,24.48176,24.65815,24.85697,25.05086,25.23153,25.43303,25.62644,25.82755,26.02301,26.231890000000003,26.446790000000004,26.65315,26.86133,27.053,27.236720000000002,27.428729999999998,27.62508,27.83008,28.03626,28.24643,28.458759999999998,Oceania
Venezuela,24.6754,24.810879999999997,24.927020000000002,25.03337,25.15139,25.2552,25.35179,25.4679,25.60239,25.69095,25.79587,25.91691,26.05656,26.1888,26.317520000000002,26.45717,26.59037,26.717740000000003,26.85418,26.974840000000004,27.097990000000003,27.228659999999998,27.328190000000003,27.4224,27.5487,27.688679999999998,27.8335,27.984270000000002,28.134079999999997,South America
Vietnam,18.593629999999997,18.6576,18.72457,18.796979999999998,18.8814,18.96272,19.04176,19.11562,19.18626,19.25757,19.32976,19.39894,19.47289,19.56675,19.66655,19.77448,19.88533,19.98638,20.09229,20.19513,20.29185,20.38658,20.47612,20.57236,20.67219,20.7732,20.8745,20.9751,21.065,Asia
West Bank and Gaza,25.15956,25.28804,25.41712,25.542070000000002,25.66677,25.79006,25.9203,26.04705,26.16991,26.29246,26.422729999999998,26.55234,26.693,26.84007,27.00804,27.18151,27.42813,27.67912,27.914720000000003,28.14163,28.33796,28.482090000000003,28.596259999999997,28.693440000000002,28.77777,28.855959999999996,28.913079999999997,28.96325,29.026429999999998,Asia
"Yemen, Rep.",23.48817,23.60286,23.71333,23.824460000000002,23.937070000000002,24.031679999999998,24.12344,24.2196,24.31166,24.393,24.4613,24.53358,24.609379999999998,24.68192,24.7587,24.84297,24.92812,25.022289999999998,25.120829999999998,25.22779,25.33409,25.441470000000002,25.54654,25.65106,25.75105,25.846770000000003,25.93584,26.01885,26.107689999999998,Asia
Zambia,21.3708,21.42804,21.47265,21.51598,21.55815,21.58972,21.61613,21.6515,21.70242,21.75856,21.81156,21.8637,21.91036,21.96096,22.001160000000002,22.040789999999998,22.086129999999997,22.13393,22.17997,22.23568,22.30305,22.37321,22.452679999999997,22.540210000000002,22.63666,22.73911,22.8451,22.94991,23.05436,Africa
Zimbabwe,25.45496,25.41164,25.36147,25.3119,25.23836,25.16936,25.09533,25.017670000000003,24.96319,24.92361,24.88344,24.85511,24.80027,24.75252,24.722189999999998,24.68543,24.66938,24.66173,24.6552,24.65557,24.6569,24.660320000000002,24.65855,24.65075,24.641389999999998,24.63877,24.63982,24.63906,24.645220000000002,Africa
